Symbol	GSM998327	GSM998335	GSM998346	GSM998318	GSM998319	GSM998320	GSM998322	GSM998324	GSM998325	GSM998326	GSM998328	GSM998331	GSM998332	GSM998333	GSM998336	GSM998337	GSM998340	GSM998342	GSM998345	GSM998348
CSNK1D	-1.327	3.178	2.686	0.214	4.935	4.359	7.381	1.3	1.258	1.157	NA	NA	2.458	3.276	2.382	NA	NA	1.981	4.438	0.549
TNK1	1.365	-0.458	-3.152	-1.477	-0.182	0.471	NA	1.1	-1.442	-1.02	-1.557	0.376	-0.555	-0.736	-1.358	0.615	-0.415	-0.632	-0.959	-1.043
RWDD2B	-2.231	-2.103	-1.271	-4.367	-1.721	-0.664	NA	-0.657	-1.943	0.268	-2.199	-1.755	-0.236	-0.18	-0.154	-0.957	-0.57	-0.699	-0.297	-0.85
SCD	-5.706	-6.394	-5.756	-7.256	-6.341	-6.598	-3.754	-4.887	-6.226	-6.513	-6.46	-6.781	-7.318	-6.905	-5.945	-6.851	-6.216	-6.547	-6.523	-7.338
ID2	4.084	4.749	4.323	3.488	5.14	3.195	1.695	4.154	4.806	3.841	3.196	4.675	3.012	2.051	4.307	3.888	2.867	3.575	4.098	4.61
HMGN3	5.867	6.048	5.962	4.261	5.647	3.64	0.663	2.669	4.389	3.772	5.171	4.157	3.66	2.952	3.938	3.585	2.179	4.807	5.616	5.593
SH3KBP1	0.865	1.189	1.299	0.835	0.635	-0.324	-0.317	1.095	0.878	0.303	0.188	1.145	-0.412	0.288	0.235	0.006	-0.152	-0.556	0.073	1
MCL1	-0.209	-0.187	-0.345	-1.683	-0.784	-1.989	-2.244	-1.71	-1.118	-0.822	-1.43	0.76	-1.961	-2.159	-1.513	-0.847	-2.741	-2.292	-1.341	-2.005
ITM2B	5.229	4.76	4.457	2.86	2.646	2.282	0.022	0.704	2.826	2.426	3.39	2.826	2.225	1.959	1.612	1.636	1.249	2.818	3.699	3.777
IGHMBP2	1.069	0.529	0.599	-0.636	0.201	-0.379	-1.934	-0.671	-1.23	-0.462	1.603	-0.832	-0.05	-0.077	-0.297	-0.86	-0.826	1.242	1.649	0.868
PIK3CG	-4.891	-1.297	-1.37	-0.804	-0.954	-0.611	-5.814	-1.122	-1.124	-1.535	-3.316	-0.663	-1.102	-2.057	-1.918	0.156	-0.94	-1.105	-0.96	-0.892
CXCL2	-0.008	-0.353	0.033	-0.795	0.761	-0.468	-1.887	0.812	0.269	1.287	-0.043	1.09	-0.663	0.47	0.859	0.064	-0.255	-1.169	0.365	-0.184
GSTT1	2.416	2.584	3.252	1.002	1.947	0.938	-4.074	2.105	2.3	2.131	1.24	2.476	0.395	0.794	1.071	1.506	0.34	0.831	1.185	1.539
DPF2	2.152	2.649	2.815	0.796	1.234	3.279	-8.689	2.249	0.791	1.37	0.837	0.396	2.865	1.207	1.511	2.425	2.185	2.743	1.18	2.31
PPP1R15A	1.599	1.608	1.861	-0.262	1.188	3.958	0.427	4.081	1.553	3.134	2.226	1.287	4.14	3.933	3.733	3.607	3.911	3.228	3.148	2.571
SMAD2	-1.017	-1.063	-1.334	-1.871	-1.873	-1.119	-0.301	-0.687	-1.717	-1.152	-0.869	-1.756	-0.14	-0.114	-1.1	-0.902	-0.386	-0.356	-0.329	-0.909
ROR1	0.121	1.049	-0.215	1.256	-0.355	-0.28	NA	0.814	0.297	0.993	2.708	0.752	-0.359	0.055	-0.1	0.734	-1.463	2.212	-0.62	1.029
GNG10	7.044	6.845	6.927	4.221	7.009	4.867	1.252	5.072	7.642	7.439	8.835	6.55	5.299	6.257	6.726	6.893	4.573	8.188	7.472	7.527
TBC1D1	-0.072	0.312	0.469	-0.752	0.839	1.072	-0.473	2.701	0.983	2.272	0.817	1.458	1.746	2.185	2.071	1.729	1.446	0.242	1.391	0.794
EBF1	1.73	4.625	2.461	1.94	1.105	1.035	NA	1.937	2.542	0.812	1.589	1.906	2.063	1.481	0.899	2.75	1.745	1.339	1.855	2.524
CDC16	-0.518	-2.061	-1.998	-3.343	-0.924	-0.959	NA	0.606	-1.928	-1.688	-2.407	-0.561	-0.883	-0.967	-1.185	1.127	-0.864	-0.845	-1.111	-0.316
DDX46	2.627	NA	0.518	0.646	-1.6	0.39	NA	-1.812	-0.188	1.974	NA	2.764	-0.315	-0.19	1.95	5.566	-0.219	0.785	2.36	1.375
LIX1L	-2.994	-4.195	-1.495	0.605	-1.486	-2.559	NA	-1.126	-2.791	-3.167	-3.137	-1.224	-2.328	-3.391	-2.01	-1.168	-3.226	-2.348	-2.96	-2.549
DOT1L	-0.727	-1.017	-1.633	0.208	-0.293	0.001	NA	-2.514	-1.839	-0.783	-0.048	0.819	-0.636	-0.718	-1.163	1.138	NA	-0.879	-0.041	-0.767
GPR183	5.45	5.567	4.247	5.195	4.244	5.946	5.599	4.122	4.341	4.949	5.169	4.535	5.633	5.737	5.254	5.038	4.309	6.032	3.958	5.835
KDM4B	-1.274	1.31	-3.064	-3.511	0.164	-1.262	NA	-2.813	NA	-1.989	-2.05	0.031	-3.026	-3.187	-2.697	0.198	-2.111	-1.111	-0.856	-1.457
N4BP2L2	2.57	1.141	1.831	1.345	0.734	1.802	NA	1.213	-0.207	1.504	1.848	2.198	2.058	2.183	1.05	1.625	0.811	2.856	2.156	1.313
SPAG1	-0.827	-0.42	0.833	0.666	-0.314	0.28	-2.123	0.545	-0.896	0.309	-0.396	0.202	0.988	0.532	0.265	1.549	-0.419	1.159	-0.225	0.528
MAST2	NA	-1.914	0.133	-0.079	-0.93	-0.482	NA	-2.272	2.01	-0.204	1.183	-0.33	-1.006	0.571	-0.877	-1.191	1.436	-1	-1.206	-1.386
RAB5B	-1.686	0.099	0.024	-0.105	0.795	-0.649	NA	0.521	0.18	-0.981	-1.088	-0.562	-1.426	-0.15	-1.635	-0.981	0.375	-1.674	-1.447	-0.209
MIDN	2.082	2.155	2.436	1.47	1.515	-0.031	NA	-1.205	1.717	1.064	1.833	1.537	-0.382	1.585	0.358	-0.147	0.594	0.096	1.078	1.84
USP9X	-3.195	-3.096	-3.613	-3.67	0.988	-2.083	NA	-2.217	-2.76	-4.03	-4.824	-4.76	-3.575	-3.625	-4.294	-2.563	1.726	-2.549	-6.925	-3.703
NCOR1	0.002	2.268	-1.423	-0.945	NA	-1.525	NA	0.347	-0.775	-1.07	0.884	-1.622	-1.435	-0.904	-0.706	-0.626	0.037	-2.156	-2.115	-1.356
MAP6	0.508	-0.916	1.138	-4.187	0.148	-0.851	NA	1.484	0.344	-0.905	0.603	0.375	-1.231	0.225	0.073	-1.853	NA	-0.255	-2.493	-0.288
EHD4	-1.805	-2.167	-1.111	2.092	-0.132	-0.764	-4.339	0.571	-0.495	-0.325	-0.092	-0.011	-0.335	0.169	0.553	-0.685	-0.161	-0.279	-0.117	-0.499
LMAN2L	-2.099	-0.488	-1.598	0.553	0.464	-3.141	NA	1.537	-1.193	-0.439	0.014	-1.337	-0.051	-1.05	-1.236	-1.705	-1.777	-1.298	-3.567	-1.894
ARMC6	-2.897	-2.09	-2.013	-0.049	-0.938	-1.71	-1.843	-1.563	-1.315	-1.379	-2.373	-1.28	-2.296	-2.263	-2.236	-1.895	-2.131	-2.829	-2.315	-2.524
WIZ	-1.984	-2.018	-2.791	-0.423	-1.726	-2.216	1.271	-3.387	-2.276	-2.212	-2.822	-2.745	-3.077	-2.241	-2.812	-3.087	-3.539	-3.145	-2.745	-3.141
MATR3	-1.516	-0.433	-0.905	-2.945	-2.423	-0.941	NA	-1.721	-1.303	-1.442	-0.11	-1.763	-0.87	-1.843	-1.805	-1.216	1.509	0.805	-3.247	-1.176
PKIB	-0.752	-1.751	-1.708	-1.145	-0.58	-2.077	NA	1.78	-1.709	-3.623	2.653	-1.504	-1.488	-2.36	-0.354	-0.334	NA	-1.426	-1.049	-1.132
DEFA4	5.848	3.587	1.012	4.705	7.956	6.465	3.474	7.475	9.316	7.341	6.764	2.634	5.065	7.641	3.76	6.169	2.626	6.817	6.266	5.16
PEX5	-1.666	-1.298	-1.64	-1.516	-0.766	-0.366	-2.283	-1.233	-0.986	-1.668	-1.271	-0.97	-1.537	-1.42	-1.583	-1.124	-1.203	-1.99	-0.66	-1.146
KRT75	0.784	1.221	1.348	2.729	2.573	1.61	NA	1.67	-0.835	1.878	3.143	1.392	1.308	1.077	0.867	2.99	1.46	1.006	1.271	0.432
CCRL2	0.666	0.916	0.051	2.631	3.079	3.146	NA	1.5	2.878	3.693	4.369	2.511	2.688	2.534	2.843	1.647	1.614	4.276	6.2	2.223
KCNK5	1.617	-0.91	-0.445	NA	0.578	-0.753	-0.462	0.392	-1.71	-1.314	-2.378	-0.686	-1.452	-0.412	-0.266	0.765	-2.173	0.508	-0.203	-1.013
LILRB4	2.861	2.476	2.651	2.924	5.537	4.427	6.828	3.245	3.158	5.698	5.055	4.136	4.775	5.243	5.893	3.956	4.188	4.808	5.618	3.861
NCOA1	0.498	-1.158	0.173	0.086	-1.595	-1.873	NA	NA	-2.48	0.144	1.149	0.188	-0.29	0.267	-0.496	0.813	-0.65	0.12	NA	1.553
COL6A2	-0.835	-1.758	-1.101	-1.837	1.495	3.673	2.918	5.135	1.773	3.756	2.174	3.448	1.912	2.882	2.928	3.192	4.105	1.439	2.876	1.625
FOSL2	-0.146	-1.048	-1.081	-1.603	0.601	-1.925	NA	-1.502	-1.124	-0.008	0.068	-1.408	-0.821	-0.627	0.088	-0.307	-0.674	0.747	-0.692	-0.111
INSIG2	-0.217	0.154	0.906	-1.147	-0.619	1.65	0.242	0.014	-2.132	0.473	1.021	-1.609	2.664	1.679	0.636	0.601	0.89	2.325	1.387	0.948
PPP2R2C	-1.649	-0.362	0.159	-2.883	0.681	-0.837	NA	-0.865	-3.684	-0.866	-1.343	-0.724	-1.033	-1.089	-1.126	2.694	-1.541	-1.452	-4.322	-0.329
PIAS2	-2.271	-0.003	0.025	-1.377	1.457	0.884	NA	1.416	1.362	0.467	7.713	0.716	0.931	0.997	1.502	1.225	-2.605	0.043	2.249	0.72
RPS27A	0.423	-1.085	-0.012	0.53	0.917	2.552	0.843	1.695	0.222	0.673	1.338	0.79	2.847	2.069	1.214	2.069	2.07	3.285	1.27	0.297
INSM1	-0.724	-0.872	-1.125	-0.604	-1.035	-1.474	NA	-0.278	-1.019	-0.83	-0.312	-2.131	-0.515	-0.504	-1.165	-0.553	-1.265	-0.529	-2.051	-1.303
RALGAPB	0.571	0.968	0.986	-0.719	-0.599	0.383	-1.339	-0.283	0.58	0.163	-0.098	-0.011	0.277	-0.287	0.546	-0.372	0.928	0.589	0.557	0.886
SH3PXD2A	-0.41	-3.001	-1.509	0.062	-1.118	-1.291	6.109	-0.975	-2.859	-1.319	-0.262	-4.043	-1.25	-1.483	-0.791	-1.408	-1.97	-1.62	-0.545	-1.264
USP18	2.629	1.184	0.363	2.215	2.664	1.67	-3.951	1.535	2.1	3.414	3.084	1.914	1.837	2.373	2.468	1.907	1.348	2.669	3.886	1.198
NFU1	-0.566	-1.345	-0.527	-1.264	-0.086	1.705	-2.724	2.273	-0.095	1.088	0.602	-0.154	2.531	2.237	1.524	1.12	2.477	2.722	1.335	0.366
RPL7L1	-2.134	-2.258	-1.933	-1.902	-1.967	-1.799	-1.751	-0.96	-1.935	-1.869	-2.318	-1.827	-2.017	-1.386	-1.326	-1.805	-1.47	-1.662	-1.735	-1.824
ST6GALNAC6	0.779	-0.104	0.616	-0.925	0.213	-0.267	NA	-1.262	-0.094	0.238	-0.789	0.11	0.312	-0.332	0.329	0.081	-0.772	-0.483	-0.417	0.444
MTMR12	0.899	0.503	0.944	-0.722	-1.418	0.681	NA	2.689	0.021	0.346	-0.08	-0.01	0.947	0.857	1.02	0.056	0.027	0.835	0.823	0.775
DOCK1	-1.229	-0.345	-1.015	-0.522	-1.268	-1.149	NA	0.333	0.008	-0.251	0.159	-1.705	-1.102	-0.955	-0.913	-0.266	-2.355	-0.25	-1.52	-0.585
CAMTA1	-0.195	0.311	0.226	0.549	-1.479	-1.49	4.901	-0.103	-2.165	-0.086	-0.623	-0.343	-0.211	0.434	-0.952	0.215	-1.042	0.984	-0.638	-0.15
TRIM5	-1.087	-0.31	0.409	NA	0.252	-0.222	NA	-0.097	-0.954	0.233	-0.453	0.256	-0.417	-0.079	-1.114	0.355	-0.341	-0.734	NA	-0.444
SIRT5	-0.757	-1.386	-0.521	-1.903	-2.667	-2.852	NA	-1.945	-1.712	-1.206	2.658	-0.039	-1.486	-0.205	-0.778	2.02	-0.73	-1.794	-0.38	-0.155
HOXA10	NA	2.198	1.327	-2.037	1.856	NA	NA	-0.878	-5.332	0.719	NA	2.87	-0.442	0.123	-0.933	0.321	-1.48	-0.142	NA	-0.267
FERMT1	-1.634	-1.8	-3.537	-1.233	-1.628	-1.424	NA	-0.981	-0.432	-2.214	-2.748	-0.845	-1.005	-2.711	-1.964	-1.211	1.062	-2.864	-3.978	-3.618
RUNX3	4.077	4.728	4.13	2.914	3.716	2.38	-0.791	3.515	5.059	4.321	3.403	4.952	3.941	3.847	3.889	3.23	2.519	2.008	4.109	4.459
RAB7A	0.687	0.864	1.417	-0.69	1.481	-0.809	-0.146	0.147	0.434	0.159	0.564	1.25	-0.5	-0.071	-0.514	0.035	-0.202	0.321	0.453	0.705
HEXA	-0.068	0.166	0.088	-0.523	0.047	0.198	NA	-0.766	-0.677	0.839	-0.974	0.224	0.995	0.949	0.968	0.364	0.298	0.563	0.599	0.92
TLR6	0.599	0.885	0.778	2.168	1.146	0.356	6.059	-0.118	0.146	1.024	0.881	0.786	1.077	1.379	0.756	0.746	-0.434	1.288	0.975	1.687
GGTLC3	-0.593	-0.428	0.046	0.715	0.821	-1.342	NA	-0.779	-0.008	0.209	-0.417	-0.084	-0.831	-0.763	-0.114	-0.35	-1.906	-0.242	-0.704	-0.493
PPM1E	-0.578	-2.083	-0.743	-0.459	-3.224	-1.343	NA	0.014	-4.574	-0.776	-0.671	0.271	-2.953	-3.205	-1.387	0.264	-0.228	-1.521	-0.709	-2.05
MYBBP1A	-2.484	-5.65	-3.454	NA	-3.441	-2.842	-3.046	-1.765	-3.26	-3.14	-5.268	-2.389	-3.392	-2.653	-3.027	-2.877	-1.886	-2.984	-4.391	-3.556
CHUK	0.093	0.373	0.347	-1.171	0.33	0.788	NA	0.439	-0.121	0.498	0.692	-0.788	1.48	0.462	0.421	0.348	0.107	2.167	1.386	0.849
CPXM2	0.004	-0.761	0.189	-1.291	-3.154	-0.221	NA	0.136	-3.731	-0.108	1.853	0.561	-1.252	-1.818	-0.254	0.008	1.755	-0.627	-2.096	-0.785
CLPS	-3.419	-2.9	-4.046	-2.531	-3.442	-3.825	-2.118	-2.483	-4.971	-3.451	-7.095	-4.612	-4.752	-3.594	-4.305	-3.3	-3.563	-2.949	-4.555	-4.437
CD8A	6.721	7.03	6.732	5.591	4.514	5.112	2.691	5.975	7.537	5.159	3.725	6.696	5.249	6.375	5.15	4.943	5.279	4.665	5.269	7.043
BRCA1	-2.531	-3.038	-1.265	-4.16	-2.453	-2.46	NA	-0.23	-3.073	-2.022	-3.153	-3.496	-1.621	-0.934	-1.63	-2.422	-2.457	-1.209	-2.205	-2.598
BMP6	0.066	-2.08	-0.147	-0.914	-0.233	-0.074	NA	1.214	-2.051	-0.423	-3.046	-1.921	0.238	0.655	0.449	-0.643	-1.748	-0.884	0.38	-0.948
APOB	-0.243	-3.637	-1.031	NA	NA	-1.465	2.834	-3.365	-1.973	-4.286	-5.216	-2.494	NA	-2.946	-3.075	-0.97	-0.8	-2.007	-5.557	-4.146
ANXA7	-1.813	-1.083	-1.61	-2.646	-1.539	-2.129	2.177	-1.904	-1.853	-0.752	-0.981	-0.144	-1.878	-1.043	-0.581	-2.535	-1.54	-1.64	-0.746	-0.704
AGXT	0.003	0.868	-0.63	0.335	1.237	-0.005	NA	-0.931	1.485	0.211	-0.482	0.223	-1.076	-0.323	-0.358	-0.456	-1.637	0.414	0.277	-0.093
ACADSB	-1.845	-2.032	-3.718	-0.885	-2.446	0.719	NA	0.087	-2.077	-0.087	1.166	0.411	-0.15	0.868	-0.049	1.373	-0.825	0.703	-0.228	-0.049
RAP2C	1.932	1.041	4.699	NA	2.931	NA	12.773	NA	NA	3.093	NA	3.76	2.823	0.161	2.287	5.072	3.043	2.533	1.566	0.459
BACH2	1.313	1.544	1.54	-0.048	0.654	1.202	9.316	0.321	0.51	1.628	3.299	2.989	-0.109	1.104	0.481	1.957	1.215	1.395	0.132	3.023
KHK	-2.628	-3.483	-1.898	-2.534	-2.092	-1.866	NA	-1.643	-3.573	-1.22	-3.317	-1.137	-1.575	-2.211	-1.467	-1.596	-2.725	-2.161	-2.392	-1.774
MMP11	0.004	-0.742	-3.085	-4.597	-0.701	0.082	NA	-0.494	-3.851	-0.347	-0.913	-0.409	0.347	0.124	-0.83	0.196	-1.758	0.769	-0.497	0.086
RAB5C	0.001	-0.172	-0.428	-2.476	0.264	-1.405	7.545	-0.827	-0.713	-0.781	-1.417	0.084	-1.25	-0.371	-0.445	-0.559	-1.598	-0.648	0.208	-0.161
NRXN1	-2.625	-1.347	-0.929	0.16	-1.459	-1.566	6.346	-3.728	NA	-0.288	-0.594	-2.017	-0.978	-1.767	-0.922	-1.16	-0.914	-0.928	NA	-1.472
TRADD	0.97	0.905	1.031	1.152	1.565	1.285	4.907	1.558	1.09	2.196	1.674	1.765	1.522	1.944	2.21	1.446	0.851	1.234	1.896	2.074
MEF2A	1.797	0.42	-1.085	-0.597	-0.359	0.027	8.229	0.026	-2.193	-0.218	-0.261	0.76	-0.39	-1.109	-0.643	-0.366	-6.745	-0.369	-0.194	0.573
MYO5B	-2.239	-0.039	1.204	-0.219	0.703	1.561	NA	0.123	-1.267	0.066	-0.926	2.434	-0.385	0.026	-0.612	0.937	-0.398	-0.01	-0.116	-0.965
ACER3	1.613	-0.761	-1.208	-3.511	-6.006	-1.154	NA	-0.924	-1.19	-0.691	-0.385	-0.071	-0.966	-1.19	-0.46	-2.262	-0.537	-0.312	-0.612	-0.451
ANKRD13C	-0.252	0.07	-0.255	-1.886	-1.83	1.554	NA	0.727	-1.113	-0.133	-0.487	-0.123	0.591	0.546	0.662	0.574	-0.368	1.348	-0.441	0.558
EXPH5	-0.088	1.766	0.995	1.588	0.774	1.456	NA	-0.167	1.104	0.886	1.238	0.96	0.736	0.64	0.57	1.46	1.012	1.084	1.115	-0.184
TBCEL	-0.045	-0.066	0.794	-0.989	-1.169	2.533	NA	-1.578	-0.841	0.305	0.528	0.167	1.96	0.51	0.685	0.651	-2.504	1.745	1.26	0.959
EIF2S3	-0.897	0.169	-1.15	-0.731	-1.596	-0.766	-1.504	-0.374	-0.591	-0.091	-1.058	-0.014	0.33	-0.487	-0.774	-0.325	0.274	-1.839	-0.58	-0.808
KHSRP	-3.928	-1.326	-2.38	-1.254	-0.374	-4.176	NA	-0.753	-1.172	-1.7	-3.101	-3.211	-4.154	-2.004	-1.173	-2.747	-7.888	-3.158	NA	-2.768
CEBPG	-0.774	-0.783	-0.887	-0.388	-0.768	0.055	-2.482	0.181	-0.065	0.893	0.28	-0.127	1.513	1.393	1.645	0.525	1.217	1.342	0.75	0.668
CAPN1	-2.246	-2.608	-2.543	-3.405	-3.246	-3.316	-1.246	-2.34	-1.984	-2.521	-3.371	-1.907	-4.013	-3.238	-2.956	-3.036	-3.784	-4.923	-3.173	-2.361
BTG1	3.758	4.077	3.729	2.833	3.369	2.222	0.362	2.419	2.768	2.353	2.438	2.878	1.668	2.226	1.533	2.338	1.897	2.383	2.911	4.206
ARSA	0.21	-0.319	-0.692	-2.361	0.076	-0.031	2.488	0.285	-0.395	1.357	-0.112	-0.116	-0.176	0.567	0.894	0.143	-0.686	-0.739	1.132	0.203
ALDH1A3	-0.836	-3.21	0.215	-0.585	-1.46	0.166	NA	-1.547	-0.532	-0.262	-1.141	-0.836	-0.79	-0.789	-1.045	0.804	0.018	-0.631	-1.38	-2.344
AGER	-0.075	-0.375	-0.319	-0.564	-0.061	-0.477	NA	-0.255	0.576	0.147	-1.064	-2.212	0.916	-0.453	-0.549	1.151	-0.886	0.035	-0.316	-0.435
AXL	-3.826	-3.192	-1.166	-6.573	-4.327	-3.871	0.212	-2.918	-3.786	-3.367	-2.612	-2.926	-4.433	-4.556	-2.072	-3.364	-3.502	-4.392	-3.695	-1.928
ABCA3	-3.55	-3.317	-4.311	-5.083	-3.822	-3.074	-4.818	-1.465	-3.678	-3.683	-3.687	-2.899	-4.233	-2.757	-3.541	-4.071	-4.076	-3.275	-4.602	-3.19
RNF103	0.548	0.238	-0.197	-0.348	-0.1	0.201	NA	0.529	-1.081	-0.546	0.019	-0.392	0.522	0.067	-0.333	0.08	-0.06	-0.225	-0.01	-0.47
RRP1B	-2.192	-1.82	-1.975	-4.327	-2.161	-1.96	-1.136	-1.257	-2.115	-1.306	-2.436	-1.241	-2	-1.851	-2.203	-2.048	-1.887	-1.743	-1.784	-2.032
UPK1B	-0.377	0.93	-4.303	3.114	1.298	1.836	7.354	-2.596	NA	-0.518	-0.617	1.095	-2.009	-1.235	-1.792	5.301	0.176	-1.609	-1.529	-0.646
MAPK13	-0.204	0.912	0.455	-1.478	0.338	0.031	0.029	0.497	-0.229	1.422	0.863	0.709	1.019	0.804	1.607	-0.093	0.189	0.396	0.622	1.223
PIAS3	-3.351	-3.372	-2.051	-4.232	-2.772	-2.332	-0.707	-2.032	-3.308	-2.932	-3.603	-2.783	-2.355	-3.037	-2.92	-3.485	-2.457	-3.241	-3.303	-3.448
LDHB	-1.509	-2.123	-1.234	-0.833	-1.524	0.269	-0.931	0.056	-0.174	-0.013	-0.238	0.634	0.666	1.54	0.34	0.084	0.664	0.288	0.577	-1.306
DNM1	-0.98	-1.25	-0.586	1.106	0.362	-0.822	-3.531	-0.29	0.107	-1.236	-1.366	0.089	-1.126	-1.9	-1.042	-0.146	-0.472	-0.842	-0.334	-1.934
IRAK1	-2.665	-2.704	-2.568	-2.666	-2.266	-1.827	-0.693	-1.065	-2.629	-1.446	-2.264	-2.105	-1.511	-0.646	-1.34	-1.352	-2.27	-2.427	-1.519	-1.826
ATXN2L	1.592	0.289	0.246	1.645	2.306	3.461	7.192	1.023	-0.942	1.463	2.937	0.267	3.316	2.77	1.942	1.46	1.893	3.566	NA	1.749
TOX	-0.203	-0.789	-1.932	-0.385	-0.433	0.87	NA	0.446	-0.83	-1.891	0.341	0.547	0.462	0.389	-1.157	1.48	-0.364	-0.595	-0.167	0.61
CCNE2	-0.112	0.279	0.7	-1.835	0.613	-0.625	0.395	-0.327	-0.253	-0.14	0.148	0.39	0.467	0.234	-0.026	-0.214	-0.441	0.741	-0.339	0.479
CSNK1G2	-0.81	-0.618	-0.832	-2.552	-0.878	-1.534	-1.191	-2.037	-0.845	-1.13	-0.972	-0.808	-2.093	-1.481	-1.606	-1.758	-2.483	-1.502	-1.048	-0.403
POU2F2	1.961	1.523	2.599	0.738	1.285	1.072	-1.222	0.623	1.505	2.306	1.188	2.925	0.668	0.751	1.662	1.542	0.533	0.465	1.246	2.516
SLC12A4	NA	7.648	1.268	NA	2.497	NA	NA	5.732	-4.908	0.238	6.558	3.915	2.72	3.31	0.432	9.551	NA	4.342	NA	-0.062
PWP1	-2.233	-2.593	-2.073	-0.448	-0.854	-1.053	-3.355	-0.539	-1.3	-1.281	-1.62	-1.022	-1.61	-1.027	-1.466	-1.123	-0.749	-1.84	-1.226	-1.838
CHERP	-3.973	-3.255	-2.482	-4.501	-3.525	-3.537	-6.003	-1.553	-3.065	-2.592	-3.954	-3.053	-3.33	-2.824	-3.019	-3.363	-3.606	-2.935	-3.16	-3.216
DDX17	-1.301	-1.06	-0.091	-0.978	-1.202	-1.479	-2.016	-1.161	-2.464	-1.346	-1.857	-1.981	-2.048	-2.617	-1.748	-1.427	-2.723	-1.635	-1.446	-1.309
HIBCH	0.474	-1.163	0.837	-2.906	0.084	2.885	NA	2.083	-0.507	2.147	3.249	-1.087	1.698	2.5	2.395	1.422	0.463	2.201	2.007	1.24
THAP11	0.012	0.103	0.48	-0.813	-0.08	-0.379	NA	-1.503	-0.614	-0.221	-0.443	0.106	-0.108	-0.167	0.068	-0.584	1.121	-0.557	-0.684	0.066
PI4KB	-0.796	-1.091	-1.043	-0.485	-1.323	-1.035	-5.317	-0.278	-1.037	-1.411	-0.788	-0.795	-0.971	-0.286	-1.033	-1.331	-1.311	-0.722	-0.513	-1.43
KPNB1	-0.941	-0.737	-0.96	-1.823	-0.601	-1.82	-1.153	-1.224	-0.707	-0.574	0.044	-0.493	-1.315	-0.983	-1.731	-1.929	-1.666	-1.861	-0.331	-0.773
LYN	3.817	3.591	4.343	2.603	4.517	1.362	NA	2.202	3.299	2.629	4.388	3.569	0.536	0.384	2.025	0.938	0.746	1.889	3.806	3.281
UROD	-1.497	-1.563	-1.441	-1.449	-1.441	-1.276	-1.36	-0.892	-1.406	-0.121	-0.471	-0.867	-1.065	-0.74	-0.386	-0.719	-0.988	-1.365	-0.961	-0.801
CD79A	4.145	4.778	4.225	2.031	3.418	4.12	NA	3.521	4.025	6.025	4.845	5.03	5.107	4.531	4.749	4.681	3.818	3.112	4.675	5.312
KHNYN	-1.446	-0.919	0.376	0.539	1.735	-0.127	NA	2.183	-0.157	0.649	1.044	1.535	0.913	0.366	1.168	0.145	1.962	-0.132	-0.641	0.368
SMAD4	1.077	1.757	1.405	-0.31	0.023	1.618	-4.916	0.968	-1.435	-0.338	1.116	0.478	0.854	-0.065	0.031	1.112	1.657	1.435	1.375	0.124
SIVA1	-1.623	-2.535	-2.119	-2.437	-1.268	-2.349	-1.015	-1.645	-2.839	-1.935	-2.487	-2.379	-2.429	-2.087	-1.73	-1.856	-3.262	-0.845	-2.833	-1.974
PON3	-2.523	-4.235	-1.381	3.614	-0.695	-0.744	NA	NA	-2.357	-2.023	-0.632	-1.529	-2.541	-4.592	-2.488	-3.235	-2.974	-0.552	-2.299	-2.208
GALNT14	-0.52	-0.881	3.051	3.388	2.489	-0.59	NA	NA	2.17	-1.141	6.955	-3.494	-0.073	-0.124	-0.528	4.184	-2.499	1.368	NA	-0.68
ALPK1	2.442	1.968	2.176	3.138	3.45	2.496	6.644	1.014	1.738	2.087	4.541	3.299	0.782	1.762	2.051	2.467	0.984	3.281	3.731	2.786
SERPINA9	-1.449	-4.871	-2.562	-1.545	0.692	-2.898	NA	1.185	-2.726	-2.643	-2.143	-0.288	-0.65	-2.859	-2.541	-2.745	-0.1	-2.245	-3.201	-1.992
PIK3CG	-0.743	-1.054	-0.514	-0.943	-1.243	0.645	NA	-0.623	-0.302	0.1	-0.014	0.914	0.427	-0.693	-0.116	0.337	-0.887	-0.201	0.375	1.192
ZMYM2	-0.155	-0.124	0.305	-1.324	2.284	0.985	NA	-1.695	-1.082	-0.359	2.529	-1.717	0.286	-0.684	-0.729	1.724	0.559	-0.75	0.1	-0.875
PTPN13	-1.159	-0.753	-1.189	-0.929	-0.595	-1.795	NA	-2.269	-2.681	-2.447	-3.756	-3.014	-3.181	-2.613	-1.916	0.416	-3.535	-1.721	-2.167	-2.497
TIPARP	0.296	0.688	0.914	-2.097	-0.159	-0.036	NA	-0.413	-0.3	0.133	0.191	-0.261	1.449	-0.337	-0.105	0.311	-0.062	0.22	0.056	0.782
WNT11	-2.273	-0.952	-1.203	NA	-0.722	-1.935	NA	-2.127	-0.985	-2.016	-1.405	-2.482	-1.331	-0.898	-0.975	-0.845	0.914	-1.192	-3.151	-2.228
SPCS1	-0.247	-0.7	-0.886	-0.415	-0.446	1.243	-0.982	0.85	-0.987	0.397	-1.185	-0.385	0.73	0.692	1.348	0.962	0.316	-0.256	-0.159	-0.425
