Symbol	GSM998317	GSM998318	GSM998319	GSM998320	GSM998321	GSM998322	GSM998323	GSM998324	GSM998325	GSM998326	GSM998327	GSM998328	GSM998329	GSM998330	GSM998331	GSM998332	GSM998333	GSM998334	GSM998335	GSM998336	GSM998337	GSM998338	GSM998339	GSM998340	GSM998341	GSM998342	GSM998343	GSM998344	GSM998345	GSM998346	GSM998348	GSM998349	GSM998350
MAP3K7	0.19025	-1.08775	-0.00275000000000001	-0.00025	-0.38425	-1.3185	-1.1025	0.3455	-0.4155	-0.21125	0.24225	0.09775	-0.334	0.3665	-0.05475	0.062	0.00850000000000001	-0.80325	-0.43375	0.12175	-0.04825	-0.1165	0.035	0.169	0.5175	0.03275	-0.10375	-0.3185	0.61225	-0.32975	0.82125	0.0455	0.3175
MAP3K8	0.4745	1.62025	1.42875	1.6215	0.98475	2.3205	0.365666666666667	1.639	2.277	1.31125	1.69125	2.26425	2.77275	1.9775	1.09625	2.35675	1.62775	1.321	2.586	2.02225	2.07875	0.70675	2.188	1.31925	2.54075	2.40075	2.10025	1.8975	3.1855	2.481	2.329	2.43775	2.28775
MAP3K9	-0.334	-0.73	0.168	0.54	0.557	NA	-0.419	0.112	-1.732	0.051	-0.643	-0.862	-6.186	-1.824	-0.43	0.241	-0.978	-0.087	-1.127	-0.723	NA	0.862	-0.484	NA	-1.258	-2.249	0.049	-0.307	-0.88	-0.977	0.365	-0.454	-0.844
MAP4	-1.4662	-1.0012	-1.48025	-1.6392	-2.307	0.7296	-0.26525	-1.1402	-1.3528	-1.797	-1.2824	-1.5556	-1.28025	-1.48875	-1.6652	-1.9966	-1.6258	-1.1044	-1.4382	-1.5182	-1.473	-0.7586	-1.1844	-1.7328	-1.8154	-2.356	-1.2872	-0.9998	-1.5408	-1.5928	-1.7644	-2.0266	-1.7054
MAP4K1	0.1628	0.3762	0.0323999999999999	-0.1036	0.1774	-0.09125	0.214	0.649	0.688	1.044	-0.1536	-0.4132	0.2984	-0.1032	0.3688	0.1412	0.9452	0.5388	0.548	0.7646	0.6104	0.3196	1.0966	0.1126	0.1136	-0.4552	0.165	0.8246	0.0889999999999999	0.603	0.5434	-0.4406	0.3648
MAP4K2	-1.26525	-1.44825	-0.8675	-1.94375	-0.403	1.579	-0.15675	-0.79275	-0.29775	-0.62925	-0.52375	-1.37625	-1.112	-1.64375	-0.66	-1.553	-1.2935	-0.41775	-1.4795	-0.8855	-1.7	-0.55625	-0.472	-2.05225	-1.30325	-1.60325	-1.2935	-0.36975	-1.361	-0.804	-0.8895	-1.737	-0.8795
MAP4K3	-2.4245	-1.3475	0.849	0.3295	-1.994	3.071	-0.506	0.2335	-2.0625	0.0825	-0.707	0.5245	-0.422	-0.5355	-1.074	-0.6665	-0.7595	-1.475	-0.278	-0.016	0.738	0.501	0.5275	-1.641	-0.8035	-0.9345	-1.5345	-0.7175	0.943	-0.241	-0.375	0.801	0.3025
MAP4K4	-3.569	-0.7885	-0.68	-1.853	-0.632	-1.252	-0.5885	-0.63	-1.684	-1.435	-0.6005	-2.0885	-0.9955	-1.241	-1.6495	-1.149	-1.4145	-1.7655	-1.282	-1.836	-2.086	-1.591	-1.3405	-2.934	-1.658	-1.548	-1.3345	-0.8445	-1.663	-1.3305	-1.181	-1.291	-1.4465
MAP4K5	-0.2495	0.095	-0.28625	-0.18125	-0.82	-1.785	-0.821	-0.71325	-0.33875	-0.71075	-0.71125	-1.3145	0.05275	0.28	-0.80975	-0.0335	-0.12475	0.06225	0.0525	-0.731	-0.19575	-0.457	-0.2585	-0.6665	0.4375	0.2115	-0.128333333333333	-0.19675	-0.809	-0.24625	-0.024	0.22175	-0.3775
MAP6	-2.093	-4.187	0.148	-0.851	-0.883	NA	-0.644	1.484	0.344	-0.905	0.508	0.603	-2.119	NA	0.375	-1.231	0.225	-0.094	-0.916	0.073	-1.853	NA	-0.208	NA	-0.248	-0.255	-1.178	0.83	-2.493	1.138	-0.288	-1.646	-1.74
MAP6D1	-0.084	-1.355	1.4405	0.2165	0.0935	-0.394	-1.4565	-1.2765	-1.0055	-0.1815	0.035	-0.649	-0.559	-0.3265	-1.182	-0.0245	0.262	0.4295	-0.114	0.114	-0.5165	-2.8715	-0.4585	-0.0695	-0.24	-0.079	-0.379	0.5895	-1.4725	0.199	-0.4225	0.57	-0.1375
MAP7	-2.6165	-2.2335	-2.9255	-2.6955	-1.6805	-1.5445	-1.2505	-2.373	-4.2855	-3.9045	-2.9385	-3.784	-2.4405	-2.923	-4.032	-2.496	-3.346	-2.448	-2.6	-2.902	-2.738	-3.968	-3.1245	-3.0735	-3.351	-1.819	-3.242	-2.2015	-3.4095	-1.6505	-3.3905	-2.3455	-2.148
MAP7D1	-0.837	-2.018	-2.113	-3.001	-0.767	-1.173	-0.414	-1.71	-1.002	-1.662	-0.706	-1.333	-1.156	-2.301	-1.037	-2.74	-2.382	-1.491	-0.68	-1.907	-3.129	-1.153	-0.139	-2.565	-1.248	-3.633	-1.715	-1.152	-0.752	-0.047	-1.126	-1.851	-1.766
MAP7D2	-0.6295	-1.296	-1.044	-2.46	0.738	1.404	0.917	-0.171	-1.9265	-0.997	-1.19	-2.3895	-2.018	-1.4525	-0.8975	-0.6415	-0.6715	-1.691	0.404	-1.3735	-0.9925	-1.567	0.8045	-1.3405	-0.406	-1.016	-2.339	-0.422	-1.1185	0.485	-0.9355	-0.419	-1.6505
MAP7D3	0.132	0.457	1.906	0.558	-2.798	-1.951	0.287	0.018	-0.104	-0.749	-1.819	-1.023	-0.478	-1.617	-0.372	-0.811	-0.377	0.784	-1.826	-0.148	-0.403	-0.12	0.306	0.198	-0.641	-0.992	-0.689	0.146	-0.613	0.577	-1.004	-1.579	-0.763
MAP9	-3.148	NA	0.787	0.989	-0.864	1.351	0.139	-1.446	0.249	0.218	1.212	0.705	-0.134	0.317	-1.594	1.569	0.012	0.057	-0.22	0.096	4.157	1.226	-0.635	-0.174	-0.183	0.698	0.721	0.221	NA	-1.027	0.545	-0.886	-0.773
MAPK1	0.838285714285714	-0.222428571428571	-0.140714285714286	-0.0717142857142857	1.19671428571429	-0.956285714285714	0.645	0.136857142857143	-0.191142857142857	-0.304428571428571	-0.0174285714285714	0.179571428571429	0.218285714285714	0.303	0.0335714285714286	-0.531428571428571	-0.438428571428571	0.435857142857143	0.0238571428571428	-0.211285714285714	-0.105857142857143	0.121	0.905571428571429	-0.645857142857143	-0.0208571428571429	-0.0734285714285715	-0.0407142857142857	0.885	0.0512857142857143	0.958	0.440142857142857	0.449	0.245857142857143
MAPK10	0.268666666666667	2.0005	0.101666666666667	0.440666666666667	-0.11	0.0706666666666667	0.346666666666667	0.262	-0.344333333333333	-0.108	1.285	0.319333333333333	0.858	0.103333333333333	0.685	-0.147333333333333	0.362	-1.13366666666667	0.37	-0.601666666666667	1.78666666666667	0.0123333333333333	0.762333333333333	-0.103666666666667	-0.199	-0.318666666666667	-0.0563333333333333	0.0876666666666666	1.066	0.372666666666667	-0.211666666666667	0.191666666666667	-0.330666666666667
MAPK11	-0.785	-1.12	-0.393	-1.085	-1.17166666666667	-0.597333333333333	0.0656666666666667	-0.398666666666667	-0.168	-0.497666666666667	-0.552	-0.553333333333333	-0.568333333333333	-0.513666666666667	-0.166666666666667	-0.785666666666667	-1.24266666666667	-0.876	-0.642	-0.517	-1.05766666666667	-0.159	-0.0436666666666667	-0.856666666666667	-0.701666666666667	-1.42266666666667	-0.610666666666667	0.245666666666667	-1.103	0.0363333333333333	-0.220666666666667	-0.708666666666667	-0.429
MAPK12	-1.35966666666667	-0.399	-1.25433333333333	-1.23033333333333	-0.212666666666667	-1.319	0.799	0.236333333333333	-1.244	-1.74666666666667	-0.793333333333333	-1.617	-0.849666666666667	-1.67633333333333	-1.82433333333333	-2.65533333333333	-1.32633333333333	-1.28266666666667	-2.144	-1.86633333333333	-1.72066666666667	-2.05966666666667	-2.13933333333333	-1.238	-1.26333333333333	-2.132	-2.141	-1.087	-2.22166666666667	0.312	-1.06433333333333	-1.55533333333333	-2.316
MAPK13	-0.748	-1.624	-0.533	-0.8568	-1.8318	0.2892	-0.7124	-0.336	-0.0166	-0.0762	-0.6682	-0.0798	-0.852	-0.5212	-0.7308	-0.5832	-0.2298	-0.5374	-0.6388	0.0652	-0.793	-0.6374	-4e-04	-1.0986	-0.6426	-0.8368	-0.4266	-0.0192	-0.603	-0.7236	-0.1082	-0.6228	-0.3778
MAPK14	0.81975	-0.4525	2.0125	0.2385	1.5455	-0.1025	0.3985	0.4795	0.3975	1.06025	1.4175	2.90475	1.44225	0.99525	1.231	0.66525	0.91675	1.14375	0.969	0.6475	1.145	0.97425	1.37675	-0.0845	0.59225	1.43025	1.05	1.48	2.01975	1.02725	1.97225	1.322	1.34025
MAPK1IP1L	-0.60775	-0.3275	-0.66825	-0.11875	-0.88525	-0.286666666666667	-0.69975	-0.21075	-0.6285	-0.6145	-0.5605	-0.34725	-0.764	-0.28375	-1.0295	0.034	-0.40575	-1.107	-0.30425	-0.307	-0.08525	-0.92975	-0.96475	-0.14325	-0.53975	0.15375	-0.57825	-1.0485	-0.6235	-0.1725	-0.09225	-0.538	-0.90325
MAPK4	-4.613	-2.681	-1.992	NA	-1.314	NA	-1.56	-2.139	-4.473	-3.385	-1.637	-4.08	-2.882	-4.155	-1.309	-4.166	-4.045	-4.277	-3.236	-3.839	-2.355	-2.5	-4.283	-4.071	-4.415	-3.251	-7.068	-4.38	-3.679	-2.03	-5.26	-2.552	-3.855
MAPK6	-0.974	-0.624	-0.399	-0.174	0.363	0.119	0.748	0.752	-0.167	-0.947	-0.399	-1.148	-0.51	-0.488	-1.029	-0.298	-0.442	0.365	-0.416	-0.693	-0.835	-1.317	-0.818	0.05	-1.419	0.455	-1.307	-1.66	0.026	-0.579	-1.816	-0.565	-0.655
MAPK7	-2.549	-3.731	-2.06	-3.098	-3.418	-2.046	-1.618	-0.772	-2.08	-2.368	-2.866	-4.939	-3.813	-4.267	-1.964	-3.377	-3.223	-2.619	-3.194	-2.09	-2.155	-2.548	-2.218	-2.435	-2.849	-2.46	-2.975	-2.476	-3.098	-2.735	-3.082	-2.72	-2.467
MAPK8	-1.01566666666667	-0.325666666666667	0.171666666666667	0.550666666666667	-0.245	-0.520333333333333	-2.18133333333333	0.660666666666667	-0.416666666666667	-0.0236666666666667	-0.0273333333333333	0.628666666666667	-0.231	-0.078	-0.877333333333333	0.789	0.247	-0.499333333333333	0.858666666666667	-0.084	0.614	-0.0876666666666667	0.194	-0.167333333333333	0.888	1.00133333333333	0.0693333333333333	0.0206666666666667	-0.0436666666666667	-0.546666666666667	0.532333333333333	0.611333333333333	-0.231333333333333
MAPK8IP1	-1.309	0.5075	-0.4725	-0.04425	0.94175	-0.363333333333333	0.98675	-0.0765	-0.2085	-1.05	0.41525	-0.76475	-0.02525	-0.52425	-0.33875	-1.0655	-0.5125	-0.535	-0.19075	-0.95	-0.339666666666667	0.0775	-0.0965	-0.67975	-1.28325	-1.36675	-0.1895	0.24975	-0.93525	0.55075	-0.973	-0.43825	-0.4735
MAPK8IP2	1.042	2.09	1.191	1.329	0.248	NA	-0.456	-0.862	1.808	-0.249	0.459	0.226	1.268	-0.646	-0.305	-0.208	0.546	2.028	-0.241	0.134	-0.155	0.369	0.116	-0.746	0.582	-0.676	-0.69	0.697	-0.525	-0.224	0.19	-0.163	0.202
MAPK8IP3	0.0836	-0.2076	0.2645	-1.05425	0.6024	1.78366666666667	1.1848	0.4684	-1.8695	-0.1576	-0.619	-0.1	-0.428	-0.53775	0.341	-0.7004	-0.9372	-0.7995	0.505	-1.0832	-0.1352	-0.378	-1.079	-0.218	-0.7636	-0.8056	-0.8274	0.17	-0.5365	0.6016	-0.4494	-0.93025	-0.31325
MAPK9	-1.56475	-1.37825	-1.4285	-1.34725	-0.355	-0.5905	-1.53575	-0.83875	-1.279	-1.2975	-1.179	-1.3635	-1.27875	-0.9535	-1.714	-1.0575	-1.01475	-1.929	-0.582	-1.14525	-1.646	-1.519	-1.08125	-1.488	-0.9285	-1.02375	-1.06725	-1.36875	-1.2395	-1.55525	-0.956	-0.5725	-1.137
MAPKAP1	-0.659	-0.516	-0.877	0.062	0.344	-0.555	0.426	-0.867	-0.088	-0.606	-0.33	0.08	-0.113	0.374	-0.437	-0.345	-0.198	-0.396	-0.071	0.007	-0.614	-0.196	0.143	-0.087	-0.219	-0.454	2.392	0.495	-0.254	0.134	-0.004	-0.023	0.024
MAPKAPK2	-0.488666666666667	-0.746	0.441	-0.160333333333333	0.652	2.6065	-0.792	0.231666666666667	-1.056	0.0246666666666667	-0.351	0.208	-0.746	-0.871333333333333	0.696	-0.316	-0.0193333333333333	-0.214333333333333	0.662333333333333	0.227666666666667	-0.00600000000000001	0.0163333333333333	0.392666666666667	0.120666666666667	0.621	-0.288333333333333	-0.275666666666667	0.172	-0.268	-0.00200000000000007	-0.251333333333333	-0.712333333333333	0.563333333333333
MAPKAPK3	-0.2318	-0.681	0.4306	-1.15	-0.2872	-1.1056	0.6214	-0.6758	0.1742	0.0506	-0.1236	0.0714	-0.0708	-0.4014	0.3592	-1.1396	-0.8576	-0.0686	0.00720000000000003	0.1166	-0.8286	0.2942	0.6938	-1.2228	-0.7164	-0.9206	-0.123	0.529	-0.2976	0.0824	-0.012	-0.7828	0.22
MAPKAPK5	1.243	1.498	-0.191	1.492	0.916	-0.184	-1.732	1.862	0.804	0.317	0.761	1.029	0.813	1.773	-1.455	3.779	2.006	0.879	1.755	1.252	2.151	0.74	-0.352	2.977	2.323	3.463	3.479	0.571	1.023	1.229	3.373	4.195	1.667
MAPKBP1	0.803	-0.076	1.611	-0.445	1.763	-2.529	-0.202	0.711	0.687	0.23	0.298	0.506	0.438	0.605	0.172	0.839	0.905	1.021	0.868	1.37	0.946	0.299	1.048	0.827	0.137	1.019	0.857	0.685	0.611	0.913	0.902	0.795	1.477
MAPRE1	0.793666666666667	0.00999999999999998	0.816666666666667	0.534	-0.231333333333333	1.43466666666667	-0.790333333333333	0.682666666666667	0.981	0.839666666666667	1.02966666666667	1.25366666666667	0.759666666666667	0.673666666666667	0.779	0.597666666666667	1.30566666666667	0.327	1.00766666666667	1.35533333333333	1.13933333333333	0.794666666666667	1.005	0.588333333333333	0.427666666666667	0.170333333333333	0.235	0.722	1.33	0.628	1.50866666666667	0.712666666666667	0.734
MAPRE2	0.207	-1.1665	-0.67	-1.552	-0.7455	-2.897	-1.2065	-0.6055	0.0175	-0.3455	0.5575	-0.2365	-0.2665	-0.1315	0.4975	-0.835	-0.831	-0.0535	0.619	-0.4195	-0.6635	0.381	1.069	-0.6945	0.275	-1.19	0.6825	0.293	-0.964	0.719	0.4505	0.095	0.0950000000000001
MAPRE3	-2.1415	-1.332	-1.32033333333333	-1.19125	-1.849	-0.79575	-0.40525	-0.80125	-1.644	-1.95	-1.56875	-1.53825	-1.31775	-2.02575	-2.97733333333333	-1.92375	-0.8895	-1.01575	-1.29375	-1.59575	-0.664	-3.04133333333333	-1.9305	-0.8405	-2.22866666666667	-1.11975	-1.5205	-0.85725	-1.37525	-1.74033333333333	-1.31825	-2.06233333333333	-1.87425
MAPT	-1.216	-0.432	-0.716	-0.527	-0.013	-2.243	-0.855	-1.058	-1.702	-1.63	-0.469	-2.707	-1.697	-0.915	-1.094	-0.75	-1.482	0	-1.087	-0.93	-3.145	-0.616	-1.056	-2.135	-2.654	-1.289	-0.431	-0.319	-3.799	-0.867	-0.653	-3.448	-2.599
MARCKS	-2.026	-1.512	-1.158	-2.321	0.038	-0.584	-0.543	-1.501	-1.395	-0.959	-1.697	-0.869	-0.718	-1.927	-1.857	-2.333	-1.718	-2.037	-0.785	-2.762	-2.579	-1.975	-1.399	-2.973	-2.807	-0.471	-1.733	-0.615	-0.018	-2.043	-1.105	-2.185	-1.393
MARCKSL1	0.016	-4.253	-3.906	0.028	-1.396	1.825	1.2605	0.276	2.298	-2.3955	-0.301	-0.1125	-0.207	-0.5115	0.6755	0.4165	-0.3915	0.105	0.239	-0.872	-1.861	0.758	0.0275000000000001	1.5565	0.703	0.3965	-0.1005	-0.6355	1.4265	-1.0535	-1.0025	0.0879999999999999	-3.929
MARCO	-2.2765	-0.716	-1.6335	-1.326	-1.046	1.468	-0.4795	-0.2525	-0.614	-0.741	-0.9155	-0.543	-0.9265	-0.381	-0.9205	-1.023	-0.0525	-2.803	-0.579	0.1125	-1.4035	-1.055	-1.6655	-0.0845	-1.6685	0.0175	-1.598	-0.547	-1.052	-0.2265	-0.664	-0.3395	-1.183
MARK1	-0.322	0.003	0.146	-0.052	0.553	NA	-0.274	-0.712	0.391	-0.091	-1.26	NA	-0.811	-1.277	-2.527	-0.292	0.669	-2.92	0.553	0.374	0.13	0.476	-0.144	NA	0.353	-0.38	-0.294	0.414	-1.855	-0.881	0.131	-0.38	-0.436
MARK2	-0.1135	-0.527166666666667	0.358333333333333	-0.00533333333333333	-0.125833333333333	-0.274666666666667	-0.0828333333333333	0.573	-0.139	0.653666666666667	-0.329	0.133	-0.322	-0.645833333333333	0.496	0.133833333333333	0.1235	-0.403	-0.219333333333333	0.580666666666667	-0.0498333333333333	0.888666666666667	0.299	0.557	-0.878	0.5385	-0.420166666666667	-0.148	0.324666666666667	-0.774333333333333	0.258833333333333	-0.6375	-0.549333333333333
MARK3	-0.686833333333333	0.482	-0.2415	-0.125833333333333	-0.193	-0.4735	-0.0758333333333333	-0.0775	0.418666666666667	-0.127666666666667	-0.197833333333333	-0.0253333333333333	0.6705	1.25366666666667	0.359666666666667	-0.350666666666667	0.1995	0.573	-0.2605	-0.0556666666666667	-0.335833333333333	0.441666666666667	0.694	-0.1405	0.342285714285714	0.159	0.183666666666667	0.592333333333333	0.1165	0.507333333333333	1.65514285714286	-0.0448333333333333	0.502666666666667
MARVELD2	0.6015	-0.9255	2.6935	-0.5155	1.6185	-0.6145	0.774	0.2435	0.512	0.586	0.22	0.973	1.7745	1.81	0.416	0.5715	0.385	0.892	1.9215	0.9545	1.013	3.332	1.437	-0.127	-0.575	-0.0335	0.648	1.1815	0.3965	1.392	0.8205	0.3655	1.7375
MASP1	0.4285	1.4535	1.1825	0.547	0.795	0.0435	0.0505	0.236	1.1215	-0.0820000000000001	0.288	0.2075	0.73	0.277	0.621	-0.2165	0.014	0.2445	0.1245	-0.299	0.288	0.3775	-0.0215	0.0395	-0.628	0.0035	0.314	0.505	0.0245	-0.0505	-0.245	0.1185	0.3955
MASP2	-0.5985	-1.023	-1.122	-0.1225	-0.000499999999999973	-2.7465	0.3555	0.073	-1.376	-0.293	-1.434	-0.3185	1.099	-1.597	-0.887	0.1715	-0.8425	0.27	-1.38	-0.639	0.306	-0.035	-0.176	-1.307	-1.456	-0.702	-0.4925	0.0095	-0.8115	0.1225	-0.0565	-0.7205	-0.686
MAST1	0.986	1.9385	1.332	0.0655	0.0505	0.036	-0.1355	-1.3025	-0.8485	0.267	-2.2625	-0.709	0.0905	-0.508	1.2485	0.326	-0.062	1.175	-0.2855	-0.852	0.6785	1.7055	0.3335	0.211	0.132	-0.129	1.174	-0.179	0.125	-0.1605	-0.4015	0.2915	-1.5225
MAST2	-1.22066666666667	-0.760333333333333	-1.45766666666667	-1.396	1.01133333333333	-0.203	0.0666666666666667	-1.08233333333333	-0.238	-1.28533333333333	-2.137	-0.931333333333333	-1.23566666666667	-2.31933333333333	-1.16	-2.09633333333333	-1.15233333333333	-1.49	-2.57533333333333	-1.68933333333333	-1.83366666666667	-0.868333333333333	-0.579666666666667	-0.895	-2.05966666666667	-2.05433333333333	-2.18433333333333	-0.711333333333333	-2.17033333333333	-1.57466666666667	-2.031	-2.68833333333333	-2.39033333333333
MAST3	2.299	0.115	2.714	0.109	3.639	-2.491	3.687	0.933	3.072	2.109	2.503	1.097	3.036	1.383	2.532	0.224	1.136	4.595	3.063	1.845	1.776	2.638	4.329	0.155	1.551	-0.358	2.4	4.009	1.751	3.591	1.369	1.378	2.452
MAST4	-0.933	-0.4935	-1.20716666666667	-0.75	-0.291333333333333	1.07675	0.290333333333333	-0.784	-0.466	-0.630833333333333	-0.669	-1.4275	-0.482	-0.4925	-0.525833333333333	-0.970166666666667	-2.14266666666667	-0.8455	-0.904666666666667	-0.870833333333333	-0.6445	-0.122666666666667	-0.5125	-0.853833333333333	-0.352	-1.69316666666667	-0.283666666666667	-0.699833333333333	-1.20333333333333	-0.6162	-1.08533333333333	-1.0325	-1.03583333333333
MAT2A	2.3875	1.105	3.4325	1.221	2.9565	-1.079	2.633	1.4725	2.3	2.7155	3.728	3.455	2.69	2.191	2.551	1.1975	1.9325	2.1065	3.1365	2.4585	1.823	2.673	3.2305	1.3095	1.9685	2.5965	2.062	5.724	2.7185	3.3825	2.7635	2.6305	2.9685
MAT2B	2.44	1.266	1.238	0.534	1.707	-2.259	0.464	1.607	1.235	1.816	2.582	1.422	2.711	2.861	1.337	2.21	1.535	1.903	2.9	1.515	1.12	1.442	2.023	2.306	2.223	2.096	1.95	2.27	2.937	1.926	3.17	3.132	2.911
MATN1	0.29	-0.669	0.1345	0.636	0.499	-1.768	0.315	0.1565	0.2025	-0.539	-0.477	-0.2285	0.7735	0.264	-0.137	-0.681	-0.3825	1.5545	1.2985	-0.2035	-0.078	-0.9495	-0.4275	0.6675	-0.6775	-0.152	-0.5355	-0.3855	0.196	1.011	-0.329	-1.323	0.5665
MATN2	-1.931	-2.238	-1.993	-0.538	-2.522	0.166	-2.574	0.072	-1.326	-0.7	0.073	-1.127	-1.603	-0.771	-0.515	0.427	0.105	-1.309	-1.399	-0.695	-1.422	-0.468	-0.607	-0.84	0.844	-1.202	-0.393	-0.707	-0.697	-2.899	-0.535	-1.098	-0.1
MATN4	0.345	0.783	2.682	1.864	-1.143	-2.925	-1.454	2.506	2.932	2.749	1.071	3.8	1.532	2.778	1.951	3.142	3.836	2.374	1.495	3.464	3.498	2.422	1.014	2.858	1.053	3.211	1.092	2.78	3.764	2.223	3.046	2.525	2.178
MATR3	-1.31933333333333	-2.549	-0.963	-0.718666666666667	-0.284333333333333	-4.344	-2.30233333333333	-0.722333333333333	-0.415	-1.33033333333333	-0.655	-0.877	-0.638666666666667	-0.849	-1.67633333333333	-0.257666666666667	-0.517333333333333	-2.41866666666667	-1.22433333333333	-0.917666666666667	-0.417	-1.81533333333333	-2.02566666666667	0.239333333333333	-1.11766666666667	-0.068	-0.608666666666667	-0.869	-1.34433333333333	-2.24433333333333	-0.919	-0.397666666666667	-0.948
MAU2	0.96	0.695	-0.074	0.755	-0.062	-2.266	-0.151	-0.457	0.451	0.538	1.114	0.914	0.633	0.461	0.937	-0.451	-0.138	0.939	0.786	0.183	0.395	0.697	1.56	-0.293	0.622	-0.119	0.65	1.2	0.991	1.012	0.941	0.263	1.12
MAVS	0.2055	-0.406	0.191	0.2085	-1.0615	0.9675	0.6945	-0.522	0.0165	0.3775	0.1405	0.063	-0.0025	-0.374	0.294	-0.638	0.022	-0.9465	0.157	0.274	-0.094	0.69	0.6385	-0.7535	0.1005	-0.73	-0.342	0.445	1.532	0.297	0.2485	-0.8645	0.3875
MAX	2.52666666666667	2.019	2.31033333333333	1.314	2.135	-0.521666666666667	1.76466666666667	0.688	3.174	1.734	3.311	1.90366666666667	2.884	2.46766666666667	2.70233333333333	1.17466666666667	1.45533333333333	2.594	2.85433333333333	1.81033333333333	1.44366666666667	2.567	3.37866666666667	1.016	2.171	1.406	1.89666666666667	3.09166666666667	2.183	3.08333333333333	3.07566666666667	1.98866666666667	2.678
MAZ	-4.07366666666667	-4.012	-2.76333333333333	-3.35333333333333	-3.96833333333333	-2.236	-1.606	-3.47533333333333	-4.042	-3.40433333333333	-3.942	-3.59166666666667	-2.716	-3.94066666666667	-2.82666666666667	-3.66	-3.888	-3.66666666666667	-3.34533333333333	-3.39133333333333	-3.55133333333333	-3.28066666666667	-2.967	-4.55833333333333	-3.46633333333333	-4.072	-3.753	-2.98966666666667	-3.36633333333333	-3.07633333333333	-3.35666666666667	-4.11833333333333	-3.494
MB	3.402	3.082	3.484	1.813	4.436	1.63	4.436	2.444	3.277	2.361	2.793	2.11	4.199	3.055	2.122	-0.332	1.258	3.641	3.744	1.128	1.973	2.189	3.416	1.805	1.641	1.645	1.56	3.094	2.368	2.87	1.69	2.165	4.177
MBD1	-0.563	-0.97	-0.786	-0.295	0.313	-0.305	-0.545	0.944	-0.845	0.113	-0.249	-0.478	-0.733	-0.454	-0.136	0.105	0.351	-1.131	-0.541	0.436	-0.398	-0.121	0.093	0.252	0.136	-1.018	-0.624	-0.468	0.334	-0.492	-0.285	-0.204	-0.311
MBD2	-0.969	-1.29	-0.231	-0.208	-0.628	NA	-1.002	0.358	-2.061	-0.062	-0.181	0.566	-0.685	-0.074	-0.335	0.315	1.108	-0.562	-0.356	1.158	-0.11	-0.136	-0.435	-0.071	-0.074	0.361	-0.459	-0.346	0.551	-0.307	0.326	0.443	-0.228
MBD3	-1.6045	-2.1645	-1.364	-2.012	-1.617	0.807	-1.77	-2.609	-2.129	-1.574	-1.7535	-2.3405	-2.5955	-2.2545	-2.04	-2.4495	-1.9555	-2.3485	-2.1165	-1.5615	-1.644	-2.1715	-0.844	-2.4795	-2.318	-2.375	-2.447	-1.025	-1.957	-2.0895	-1.3065	-2.747	-2.128
MBD4	-0.905666666666667	-2.8535	-0.471666666666667	1.268	0.100666666666667	5.23	-1.10866666666667	-1.73266666666667	0.168666666666667	-0.559666666666667	-0.188666666666667	-0.0830000000000001	0.311666666666667	0.104666666666667	-0.522	0.394666666666667	0.625	0.114	-1.02533333333333	0.504666666666667	1.176	0.679333333333333	0.048	0.756666666666667	0.902	0.501666666666667	-0.016	-0.217666666666667	-0.312666666666667	0.00700000000000001	0.313	-0.609666666666667	0.328666666666667
MBD6	-0.13	-0.413	0.429	-0.395	-1.378	0.712	0.408	-0.867	0.045	0.414	-0.438	-0.063	-0.72	-1.99	-0.381	-1.596	-0.646	-0.171	-0.919	-0.441	0.132	-0.059	0.707	0.276	-0.706	-1.371	-0.598	0.786	-0.202	0.278	-1.507	-1.389	-0.47
MBIP	-0.241	-2.423	1.048	1.523	-2.529	-0.733	-0.795	-0.145	-0.11	0.112	-0.4	-1.932	0.28	0.95	-0.208	0.479	-0.39	0.807	0.476	0.261	-0.272	0.301	0.512	0.541	-0.154	1.597	0.932	0.882	-0.116	0.391	1.633	0.391	-0.156
MBL2	-2.964	-3.474	-2.911	-2.783	-4.326	-0.058	-2.21	-1.408	-2.663	-2.341	-3.826	-1.912	-2.798	-2.519	-3.04	-2.284	-1.582	-3.253	-3.988	-1.781	-2.707	-2.639	-2.234	-2.681	-2.857	-2.99	-3.051	-2.782	-2.241	-3.492	-2.164	-3.627	-2.794
MBNL1	1.72692307692308	0.843846153846154	1.70553846153846	2.36692307692308	2.02553846153846	-0.801909090909091	-0.241076923076923	1.385	0.678769230769231	1.564	2.31690909090909	1.80076923076923	1.57207692307692	2.24723076923077	1.08076923076923	2.038	1.32407692307692	0.860666666666667	2.52223076923077	1.69807692307692	2.15346153846154	1.37884615384615	2.14038461538462	2.05366666666667	2.26061538461538	3.00069230769231	2.62061538461538	1.58338461538462	1.58115384615385	2.49115384615385	3.01084615384615	2.08153846153846	2.25092307692308
MBNL2	-0.668444444444444	-0.181625	-0.573111111111111	0.617555555555556	-0.732555555555556	1.70585714285714	-1.248	-1.13955555555556	-0.251	-0.347777777777778	-0.123888888888889	-0.709111111111111	-0.310125	-0.597	-0.372875	0.595888888888889	-0.0586666666666667	-1.029375	0.105666666666667	-0.263111111111111	0.640777777777778	-0.754333333333333	-0.351444444444444	-0.522222222222222	-0.305666666666667	-0.418111111111111	-0.306555555555556	-0.364666666666667	-0.342888888888889	-0.304555555555556	0.0948888888888889	0.169444444444444	-0.709777777777778
