Symbol	GSM620832	GSM620833	GSM620834	GSM620835	GSM620836	GSM620837	GSM620838	GSM620839	GSM620840	GSM620841	GSM620842	GSM620843	GSM620844	GSM620845	GSM620846	GSM620847	GSM620848	GSM620849	GSM620850	GSM620851	GSM620852	GSM620853	GSM620854	GSM620855	GSM620856	GSM620857	GSM620858	GSM620859	GSM620860	GSM620861	GSM620862	GSM620863	GSM620864	GSM620865	GSM620866	GSM620867	GSM620868	GSM620869
PREB	0.279	0.505	0.293	0.391	0.902	1.824	0.779	1.854	1.793	2.048	1.481	1.5	1.638	1.323	1.899	1.615	1.495	1.364	2.007	2.183	0.84	1.921	1.172	1.82	1.77	1.167	1.646	1.191	1.403	2.195	2.06	1.689	1.527	1.831	0.981	1.077	2.197	1.634
PREP	-0.351	0.235	-0.107	0.051	0.012	0.494	0.429	0.574	0.443	0.338	0.911	0.26	-0.152	0	0.349	0.565	0.225	0.414	0.547	0.383	0.62	0.491	0.102	0.49	-0.01	0.297	0.696	0.271	0.613	0.175	0.41	0.179	0.717	0.881	0.391	0.197	-0.523	0.304
PRG1	0	0	-0.187	-0.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	0	0	0.06	-0.16	0	0	0	0	0.185	0	0	0	0	0	0	-0.353	0
PRKD2	0.969	1.165	1.313	1.081	1.962	2.194	1.719	1.564	2.083	1.368	1.341	0.57	2.168	1.633	1.599	1.195	1.825	1.604	1.657	1.993	1.12	1.601	1.092	1.73	1.93	1.807	1.406	1.431	1.493	2.105	1.63	0.849	1.737	1.571	1.231	0.967	1.717	0.894
PRKD3	-0.461	0	-0.787	-0.489	-2.548	0	0	-1.666	-1.627	-0.052	0	0.48	-1.732	0	-1.321	-1.425	-1.575	0	-1.173	0	-0.71	-1.509	-0.598	-1.84	0	-0.543	-1.364	-1.759	-1.747	-0.765	0	-0.211	-1.143	-0.599	0	-0.263	0	0.284
PRLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	1.431	0	0	0	0	0	0	0	1.215	1.17	0	0	0	0	0	0	0
PRLR	0	0	0	0	0	0	0.269	0	0	0	0	0	0	0.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT1	0.329	0.245	0.113	0.071	0.172	0.994	0.459	1.194	1.193	1.158	1.121	0.55	1.088	0.943	1.299	1.085	0.625	0.534	1.367	1.483	0.69	1.381	0.572	0.73	0.62	0.457	1.076	0.971	1.033	1.205	1.32	0.849	1.397	1.291	0.711	0.617	0.237	0.634
PRMT2	0	0.225	0.363	0.251	0.272	0	0.059	0.214	0.463	-0.142	0.651	-0.53	0.988	0.073	-0.231	0.805	-0.025	0.064	-0.843	0.333	0.26	-0.639	-0.468	-0.22	0.14	-0.273	0.156	0.161	0.233	-0.895	0	-0.981	0	-0.779	0.431	-0.463	-0.173	-1.126
PRMT5	0.0645	0	-0.032	-0.1445	0.392	0.447	0.2445	0.597	0.5515	0.608	0.511	0.34	0.394	0.738	1.089	0.835	0.585	0.207	0.977	0.4115	0.82	1.061	0.421	1.535	1.37	0.2585	0.573	0.4605	1.068	0.4575	1.095	0.534	0.867	0.716	0.401	0.0635	0.762	0.412
PRMT6	-0.271	0	-0.647	-0.149	-1.758	-0.856	0	-1.176	0	-0.522	-0.309	0.65	0	0	-1.221	-0.045	-1.305	-0.586	-0.913	0	-0.01	-1.699	-0.448	0	-1.01	-0.403	-0.144	-1.209	-0.577	-0.605	-0.37	0.489	-1.093	0	0.371	-0.033	0	0.204
PRMT7	0	0	0	0.151	0.572	0.994	0.479	0.634	0.473	0.178	0.251	0	0	0.603	0.359	0	0.585	0.644	0.417	0.653	0.39	0.561	0	0.67	0.62	0.247	0.076	0	0.403	0.465	0.58	-0.171	0.377	0.241	0.351	0	0.127	0
PRMT8	0	0	0	0	0.302	0	0.189	0	0	0	0	0	0	0.313	0	0	0	0	0	0	0	-0.009	0	0	0	0	0	0	0	0	-0.02	0	0	0	-0.199	0	0	0
PROK2	1.889	2.575	2.053	1.851	1.172	-0.936	-0.261	-0.316	-0.257	-0.402	-0.719	0.22	-0.642	0	-1.111	-0.465	-0.305	-0.796	-1.263	0	-0.42	-1.399	0.702	2.04	0.46	1.277	0.096	-0.809	0.493	-1.485	0.17	-0.091	-1.923	-1.339	-1.759	0.077	0.577	-1.226
PRPS1	-0.721	-0.555	-0.637	-0.679	-1.038	-0.346	-0.261	-0.456	-0.287	0.198	0.011	0.22	-0.442	-0.687	-0.221	0.085	-0.495	-0.486	-0.043	0	-0.11	-0.389	-0.288	-0.99	0	-1.023	0.156	-0.389	-0.377	-0.245	0.09	-0.041	-0.003	0.381	0.071	-0.133	0.207	-0.226
PRPS2	-0.751	0	0.0915	5e-04	-0.764	0	-0.371	-0.133	-0.1985	0.459	0.1855	0.79	-0.551	0	-0.481	-0.025	-0.6175	-0.153	-0.398	0	-0.465	-1.004	0.051	-0.275	0	0.0585	0.173	-0.804	-0.562	-0.0125	0.225	0.359	-0.1665	-0.149	0.3005	0.1285	0.5135	0.597
PRR11	0	0	0	0	1.742	0	0	2.574	2.333	2.358	2.931	1.73	0	2.173	2.569	2.785	0	2.594	2.067	0	1.99	2.111	0	3.45	2.74	0	0	0	2.703	0	2.04	1.649	2.737	1.711	1.161	0	2.747	2.044
PRR12	0.504	0	0.838	0.836	1.357	0	0.4995	0	0.7515	0	0	0	0	0	0.4245	0.52	1.385	1.299	0	0	1.075	0.946	0	1.015	0	0	0	0.4005	1.078	2.11	0	0	1.347	0.566	0.3655	0	0.192	0
PRR3	0	0	0	0	0.562	1.184	0.549	0	0	0	0	0	0	0.453	0	0	0	0	0	0	0.58	0.661	0	0.63	0	0	0	0	0.193	1.385	0.51	0	0.827	0	0.551	0	0	0
PRRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533	0	0	0	0	0	0	0	0	0
PRX	0	0	0	0	0.812	0	0.519	0	0	0	0	0	0	0.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0
PSAT1	0	0	0	0.321	0	1.274	0	1.044	1.533	2.158	0	2.38	0	1.523	1.409	2.155	0	0	1.597	0	1.46	1.391	1.232	1.23	1.7	1.407	2.506	0.791	1.923	0	1.42	1.799	0.957	1.831	1.141	0.867	3.287	1.984
PSD2	0	0	0	0	0.002	0	0	0	0	0	0	0	0	-0.027	0	0	0	0	0	0	0	0.331	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
PSD4	0.829	1.555	1.163	1.071	1.432	0.734	0.679	1.054	0.983	0.508	0.641	0.23	1.328	0.833	0.809	0.505	1.235	0.524	0.597	0.703	0.7	0.771	0.282	1.18	0.79	0.777	0.416	1.121	0.713	1.665	0.56	0.189	1.347	0.801	0.421	0.387	0.007	-0.076
PSG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355	0	0	0	0	-0.18	0	0	0	0	0	0	0	-0.077	0	0	0	0	0	0	0	0.597	0
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0
PSG4	0	0	0	0	0.286	0	0	0	0	0	0	0	0	0.238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG6	0.189	0	0.353	0.481	0.272	0.024	-0.111	-0.776	0	0	0	0	0	0	0	-0.615	0	0	0	0	-0.33	-0.209	0	0	0	0	0	-0.959	-0.327	0	0.09	0	0	-0.669	0	0	0	0
PSG9	0.849	0	1.303	0.851	1.712	0	0	0	1.663	0	0	0	1.998	0	0	1.225	0	1.944	0	0	0.98	0	0	1.49	2.03	2.317	1.886	0	1.543	1.165	0	0	0	0.441	0	0	1.467	0
PSKH1	0.999	1.695	1.163	1.531	1.432	1.374	1.139	1.334	1.383	0.898	1.541	0	0	1.313	1.199	0	1.525	1.354	1.077	1.713	1.44	0	0	1.49	1.48	0	0	0.911	1.443	2.135	0.88	0.699	1.507	1.071	0.941	0	0.877	0
PSORS1C1	0	-0.285	-0.287	-0.169	0.222	0	0.209	0	0	0.458	0	0	0	0.453	-0.041	0.005	0	-0.066	0	0.463	-0.18	0.611	0	0.4	0.26	-0.313	-0.074	0	0.093	0	0	-0.261	-0.063	0	0.071	0	0.317	-0.026
PSORS1C2	0	0	0	0	0.082	-0.266	-0.131	0	0	0	0	0	0	-0.027	0	0	0	0	0	-0.417	0.14	0.121	0	0	0	0	0	0	0	0	0	0	0	0	-0.309	0	0	0
PSPC1	-0.821	0	-1.197	-1.119	-1.088	-0.336	0	-0.376	-0.607	-0.282	-0.659	-0.45	0	0	-0.251	0.235	-0.795	-0.516	-0.123	-1.327	-0.5	-0.669	0	-0.71	-0.66	-0.913	0.086	-0.779	0.033	0	-0.05	-0.391	-0.723	-0.239	-0.739	0	0.247	-0.666
PSPH	0.729	0	0	0	0	0	0	1.394	0	1.448	0	1.22	0	0	0	1.645	1.135	0	1.587	0	1.29	1.531	0	0	0	0	0	1.201	1.093	2.005	0	2.129	1.157	1.161	0	0	0	1.764
PSPN	0	0	0	0	0.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSTPIP1	0.909	1.085	0.713	0.931	1.292	0.474	0.419	0.314	1.053	-0.242	0.521	-0.06	1.218	0.773	0.289	1.115	0.645	0.634	0.457	0.683	0.19	0.101	0.382	0.63	0.78	1.037	0.866	0.511	1.293	0.635	0.18	0.149	0.247	0.321	0.221	0.457	-0.763	-0.066
PSTPIP2	-0.331	0	0.143	-0.379	-0.578	-0.556	-0.731	-0.886	-0.587	-1.722	0	-0.69	0	0	-1.061	-0.615	0	0	-0.943	0	-0.61	-1.409	-0.258	0.43	0.32	0.137	-0.754	-0.329	-0.207	0	-0.52	-0.941	-1.743	-1.239	0	-1.023	0	-0.326
PTAR1	0.079	-0.075	0.043	-0.059	-2.068	-1.946	-0.541	-2.346	-1.947	-0.692	-1.249	0.81	-2.002	-1.497	-2.291	-0.245	-2.075	-1.796	-1.693	0	-1.05	-2.429	-1.028	-1.93	-1.99	-0.663	-1.064	-1.759	-1.457	-1.545	-0.72	0.099	-1.963	-1.009	0.001	-0.343	0.677	0.524
PTBP1	0.2245	0.0925	0.1215	0.0105	0.392	0.664	0.304	0.402	0.4265	0.473	0.506	0.14	0.279	0.403	0.384	0.3775	0.4175	0.194	0.517	0.638	0.26	0.651	0.176	0.42	0.215	0.0535	0.281	0.3555	0.4515	0.745	0.34	0.029	1.007	0.466	0.306	0.0985	0.0935	0.062
PTBP2	-0.5955	0	-0.5985	-0.6395	0	-1.238	-0.8755	0	0	-0.626	-0.9795	0.225	0	-1.1285	-1.3605	-0.8375	0	-1.258	-1.2765	0	-0.995	0	-0.638	0	0	-0.9315	-0.997	-1.3645	-1.3335	-1.2175	-0.82	-0.3605	-1.2415	-0.8045	-0.4745	-0.6715	-0.2065	-0.098
PTCD1	0	0	0	0	1.542	0	0.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3225	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435	0	0
PTDSS1	0.119	-0.165	-0.367	-0.019	0.432	0.864	0.409	0.404	0.663	0.208	0.521	-0.1	0	0.953	0.319	0.745	0.285	0.334	0.577	0.643	0.06	0.321	0.162	-0.04	0.57	0.067	0.806	0.101	0.723	0.255	0.46	0.149	0.547	0.381	0.501	0.507	0.587	0.154
PTER	0.499	0.785	0.483	0.911	0	0.954	1.879	0.534	0.683	1.278	1.261	1.36	1.088	1.373	0.799	0.665	0.035	0.784	0.427	1.343	1.35	0	0.462	0	0.26	0.217	0.766	0.651	0.223	0.645	0.87	1.109	0.787	1.271	2.031	1.007	0.797	0.934
PTGES2	0.789	0.995	0	1.241	1.092	0	0.829	1.384	1.543	1.038	1.011	0.34	1.828	1.013	1.329	1.605	1.275	0.994	1.097	1.513	1.44	1.311	0	1.64	1.56	1.087	1.306	1.321	1.413	1.875	0.97	0.789	1.547	1.061	0.911	0	0	0.674
PTMS	0.219	-0.085	0.683	0.611	0.212	0.684	0.639	0.364	0.673	0.558	0.371	0	1.548	0.743	0.449	0	0.305	-0.006	0.597	0.613	0.47	0.801	0.382	0.48	0.47	0.407	0.326	0.501	0.043	0.835	0	0.209	0.377	0.551	0.601	0.447	0	0.304
PTRH2	-0.231	-0.715	-0.037	0.011	-0.228	0.244	0.469	0.274	0.093	1.338	0.371	1.55	-0.032	0.493	1.209	1.335	-0.065	0.004	0.727	0.013	0.53	1.361	0.552	0.37	0.47	0.467	1.306	0.741	0.563	0.365	1.66	1.169	0.867	1.431	1.011	0.867	2.407	1.384
PTS	-2.621	0	-2.757	-2.739	0	-2.456	0	-2.966	-2.847	-1.862	-2.629	-0.25	0	0	0	-2.035	0	-2.506	-2.353	0	-2.34	-3.039	-1.908	0	0	-2.363	-2.894	-2.639	-2.827	-2.445	-2.2	-0.691	-3.573	-2.159	-2.739	0	-0.703	-0.166
PTTG2	0	0	0	0	-0.258	1.024	-0.421	1.184	0	0.948	1.011	1.05	0	0.883	1.449	1.475	0.535	0	1.087	0	0	0.301	0	0	0	0	0	0	0.763	0.505	1.13	1.379	0.747	1.321	0	0	1.007	0.974
PVALB	0.0645	0.0425	0.678	0.0905	0.712	0.412	0.2295	0.117	0	0.024	0.0205	0	0	0.2815	0.0495	-0.0425	0.27	0.227	0.1185	0	0.035	-0.024	0	0.165	0.23	0.1985	0.093	0	0.1365	0.1025	0.25	-0.0955	0.0635	-0.0195	0.1555	-0.0665	-0.0315	-0.098
PXN	1.049	1.245	1.153	1.041	1.682	0.934	0.449	0.894	0.973	-0.212	0.951	-0.21	1.158	1.223	0.469	0.405	1.055	0.894	0.357	1.143	0.29	0.371	0.322	1.09	0.75	0.757	0.576	0.841	0.873	1.075	0.53	-0.201	0.787	0.701	0.251	0.287	-0.953	0
PYCARD	0.559	1.225	1.303	1.061	1.632	0.554	0.679	0.774	1.183	0.168	0.551	0.11	1.148	0.933	0.529	1.105	0.655	0.544	0.557	0.903	0.36	0.541	0.572	1.05	1.54	1.657	1.096	0.381	1.483	0.065	0.68	0.329	0	0.461	0.241	0.437	0.747	0.274
PYCR1	0	0	0.183	0.241	0.792	0.674	0.379	0.654	0.793	0.518	0.821	0.47	0.788	0.643	0.559	1.155	0	0.864	0.717	0.823	0.57	1.001	0	1.33	1.43	0.607	0.386	0.281	0.783	1.245	0.5	0.539	0.787	0.751	0.291	-0.043	0.797	0.774
PYY	0	0	0.533	0	0.952	0	-0.201	0	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0.25	0	0	0	0	0	0.007	0
QDPR	0.149	0	0.153	0.001	-0.108	0	0	0.344	0.463	0.258	0.141	0.26	-0.022	0.203	0.489	0.625	-0.065	0.104	0.417	0	0.31	0.691	0.372	0.44	0	0.027	0.556	0.201	0.643	0.195	0.58	0.099	0.047	0.711	0	0.007	0.647	0.284
QSER1	0	0	-1.257	0	0	-0.756	-1.131	-1.096	0	-1.102	0	0	0	-0.817	-1.191	-1.545	0	0	-0.963	-1.327	-1.39	0	-0.748	0	0	0	0	0	-1.477	0	-1.07	-1.181	-1.483	-1.109	-1.239	-0.723	0	-0.696
R3HCC1	0	0	0	0	0.422	0	0.089	1.044	0.753	0.858	0.501	0.55	0	0	0.799	0.895	0.765	0	0.837	1.143	0.42	0.901	0	0.98	0.48	0	0	0.631	0.603	1.185	0.44	0.709	0.777	0.481	0	0	0.207	0.244
R3HDM1	-1.041	0	-0.927	-0.979	-1.718	-0.326	0	-0.266	-0.457	0.828	-0.039	0.76	0	0	-0.191	-0.185	-0.995	-0.736	0.257	0	-0.13	-0.189	-0.228	-0.6	0	-0.403	-0.094	-0.639	-0.607	-0.275	0.49	0.369	-0.033	0.111	0.341	-0.293	0.597	0.424
R3HDM2	0.459	0.115	0.593	0.461	0.422	0	0.959	0.754	0.973	0.608	0.731	0.18	1.508	0.583	0.639	0.155	0.825	0	0.757	0	0.78	1.071	0.322	0.7	0.18	0.617	0.346	0	0.273	0	0.96	0.349	0.677	0.781	0	0.597	0.167	0.374
RAB10	0.569	0.065	0.553	0.461	-0.088	-0.276	0.189	-0.866	-0.797	-0.072	-0.439	0.08	-0.842	-0.487	-0.571	-0.165	-1.015	-0.336	0.047	0	-0.15	-0.419	0.232	0.24	0.17	0.857	-0.294	-0.799	0.043	-0.905	0.34	0.099	-1.023	-0.229	-0.349	-0.143	0.277	0.364
RAB11A	-0.246	-0.1325	-0.307	-0.354	-1.263	-0.358	-1.086	-1.326	-1.267	-1.192	-0.3745	-0.26	-1.692	-0.2385	-1.306	-1.19	-1.245	-0.518	-1.488	-1.392	-1.255	-1.204	-0.743	-1.6	-0.34	-0.983	-1.104	-1.109	-1.322	-1.595	-0.18	-0.821	-1.138	-0.794	-0.4345	-1.033	-0.1465	-0.398
RAB12	0.199	0.365	0.043	0.481	0.172	0	1.669	0.954	1.083	0.798	0	-0.46	1.568	0	0.679	0.285	0.995	1.574	0.577	1.323	1.24	0.891	0.532	0.64	0.28	0.717	0.356	0.681	0.323	1.385	0	0.079	1.187	0.921	0.941	0.497	0	0.024
RAB13	-0.1105	0	-0.207	-0.0545	0.362	0	0	0.092	0.893	-0.026	0	0	0	-0.0135	0.169	-0.41	0.1425	0.127	0.337	0	0	0.566	0	0.02	0	0	0	5e-04	0.223	0.2325	0	-0.3505	-0.0915	-0.0745	0	0	0.2235	0
RAB14	0.709	1.15	1.053	1.191	1.572	1.559	1.404	1.084	1.578	0.533	1.261	0.21	2.118	1.653	0.924	0.96	1.055	1.349	0.862	1.813	0.875	1.006	0.692	0.96	1.35	1.182	1.291	0.951	1.268	1.335	1.19	0.264	1.167	1.116	1.106	0.552	0.822	0.449
RAB17	0	0	0	0	0	0	0	0.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661	0	0	0	0	0	0	0	0	0	0
RAB18	-0.446	-0.9175	-0.862	-0.879	-2.418	-1.073	-1.1205	-1.981	-1.692	-0.952	-0.7595	0.07	-1.872	0	-0.5405	-1.49	-2.21	-0.933	-1.648	0	-1.83	-1.894	-0.783	-1.15	0	-1.313	-1.204	-1.559	-1.947	-2.09	-1.28	-0.271	-2.298	-1.164	-1.439	-0.808	-0.778	-0.351
RAB1A	-0.566	-0.6075	-0.672	-0.674	-1.089	-0.713	-0.8805	-1.491	-1.747	-0.697	-1.489	-0.285	-1.231	-0.7635	-1.261	-1.565	-1.735	-0.783	-0.963	-1.1685	-0.82	-1.429	-0.733	-0.77	-0.605	-0.713	-1.209	-1.534	-0.7535	-1.81	-0.305	-0.466	-1.968	-0.969	-0.8095	-0.943	-0.6515	-0.176
RAB1B	0.239	0.235	0.553	0.061	0.752	0.594	0.309	0.924	0.883	0.228	0.591	0.06	0.928	0.793	0.709	0.395	0.935	0.154	0.807	0.123	0.45	0.621	0	0.63	0.51	0.327	0	0.711	0.633	0.955	0.44	0.339	0.777	0.511	0.151	0	0.067	0.184
RAB20	-0.921	-1.675	-0.517	-1.189	-1.328	-1.386	-1.981	-1.476	-0.757	-2.302	0	-2.03	-0.472	-1.567	-1.361	-2.815	-1.955	-2.556	-1.403	-2.347	-1.48	-1.959	-0.588	-1.92	-1.12	-1.123	-1.994	-1.159	-1.727	0	-1.86	-1.791	-3.113	-2.369	-2.009	-1.963	-1.893	-1.666
RAB21	-0.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB22A	0.129	0	-0.217	0	0	0	0	-0.936	0	-0.652	0	-0.19	0	0	-1.371	-1.395	0	0	0	0	0	0	-1.178	0	0	0	0	-1.109	0	0	0	-0.711	0	-0.719	0	-0.773	0	0
RAB23	0	0	0	0	0	0	-0.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	0	0	0	0	0	0	0
RAB24	0.859	0.465	0.853	0.741	0.802	0.544	0.269	0.424	0.923	0.248	-0.269	-0.18	1.378	0.373	0.139	0.405	0.025	-0.046	0.327	0.363	0.18	0.061	0.422	0.79	1.71	1.787	0.516	0.191	0.683	-0.445	0.5	0.149	-0.253	-0.209	-0.329	-0.153	0.937	0.344
RAB26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB27A	0.679	0.315	0.693	1.051	1.312	0	1.089	0.614	0.953	0.108	0	0.43	1.118	0	0.249	0.705	0.835	0	0.167	0	0.38	0.241	0.452	1.84	0	0.977	0.526	0.751	1.033	0.705	0	-0.041	0.447	0.661	0.491	0.307	0	0.174
RAB28	-0.141	-0.555	-0.467	-0.159	0	-1.726	-1.431	-1.916	-1.847	-1.242	-1.639	-0.08	0	-1.787	-1.731	-1.355	-2.115	0	-1.773	-1.897	-0.79	0	-1.288	-1.7	-1.27	-0.893	0	-1.529	-1.547	0	-1.44	-0.631	-2.273	-1.399	-0.999	-1.283	-0.573	-0.236
RAB2B	0.169	0.235	0.953	0.611	1.622	-0.576	-0.041	-0.306	-0.267	-0.462	0	-0.4	0	-0.777	-0.521	-0.415	0.005	0	-0.653	-0.537	-0.43	-0.109	-0.198	-0.77	-0.87	-1.043	-1.064	-0.139	-0.627	-0.325	-0.41	-0.521	-0.283	-0.179	-0.409	-0.643	-0.793	-0.566
RAB30	0	0	0	0	0	0	0	0	0	0.088	0	0.62	0	0	0	0	0	0	0	0	0	0.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB31	0.379	-0.315	0.443	0.191	0.002	-1.296	-0.511	-1.146	-0.787	-1.592	-1.959	-0.96	-0.632	-1.107	-1.371	-1.405	-0.855	-0.826	-0.953	-1.497	-1.43	-1.079	-0.358	-0.42	-0.98	-0.063	-0.934	-0.779	-0.807	-1.665	-1.11	-1.351	-1.793	-1.929	-1.519	-0.743	-1.583	-1.466
RAB32	0	0	0	0	-0.458	-1.436	0	-1.376	-0.467	-1.622	-1.379	-1.2	-0.492	0	-1.131	0	-0.905	-1.516	-1.123	0	0	-0.749	-0.608	0	0	0	-1.164	-1.229	0	-1.485	0	-1.691	-1.383	-1.679	-1.879	-0.763	0	0
RAB33A	0	0	0	0	0	0	0	0	0	0	2.461	0	0	0	0	1.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB33B	0.549	0	0.593	0.181	0	0	0	0	0	-1.382	0	0.4	0	0	0	-2.335	0	0	-2.573	0	-1.2	0	-1.178	0	0	0.007	0	-3.409	-2.347	-2.595	0	-0.831	0	-1.989	0	0	0	-0.116
RAB34	-0.071	-0.455	-0.247	-0.239	-0.268	-0.426	0.179	-0.266	0.253	-0.142	-0.509	-0.67	0.748	0.393	-0.151	0.075	-0.505	-0.226	0.167	0.083	-0.7	0.171	0.072	0.12	0.08	0.497	0.396	0.041	0.483	-0.265	-0.11	-0.401	-0.793	-0.549	-0.419	-0.023	-0.003	1.044
RAB35	0.2145	0.0675	0.2565	0.116	0.131	-0.016	-0.066	0.032	0.0465	-0.421	-0.0195	-0.42	-0.026	-0.322	-0.2005	0.325	0.1425	0.002	-0.0515	-0.0685	0.055	-0.124	-0.129	-0.325	-0.245	-0.0665	0.011	-0.0195	0.468	-0.1975	-0.335	-0.3605	-0.2565	-0.0345	-0.219	-0.028	-0.8265	-0.513
RAB36	0.839	0	1.433	1.301	1.372	0	0	1.424	0	0	0	0	0	0.293	1.759	1.465	0	0	0	0	0	1.321	0	1.69	0	0	0	0	0	0	0	0	0	0.591	0	0	0	0
RAB37	0.549	0.705	0.633	0.421	1.182	-0.026	0.189	0.454	0.533	-0.432	0.611	-0.13	0.038	0.353	0.189	-0.155	1.075	0.604	-0.233	0.753	-0.31	0.101	-0.028	-0.11	-0.08	-0.303	-0.164	0.511	-0.117	0.545	-0.35	-0.121	0.487	0.291	-0.259	-0.073	-1.603	-0.986
RAB38	0	0	0	-0.889	-0.898	0	-0.321	0.344	0	0.538	-0.239	0.19	0	0.783	-0.101	0	0	0.984	0.167	0	0.33	-0.189	0	-0.41	-1.02	0	0	0.121	0.203	0	0.33	-0.121	0	0.331	0	0	-0.103	-0.286
RAB39B	-0.061	0	0.443	0.211	0	-0.946	-0.571	0	0	-0.472	-0.999	0.64	0	0	-1.611	-0.145	0	0	-1.233	0	-0.67	-2.269	-0.848	0	-0.87	0	0	0	-1.017	0	0	-0.011	0	-0.439	-0.659	0	0.947	0.834
RAB3D	0.729	1.155	0.643	1.241	1.432	0	0	0	0	0	0	0	0	0	0	0	0.715	0.664	0	0	0	0	0	1.42	1.46	1.307	0	0	1.403	0	0.58	0	0	0	0	0	0	0
RAB40B	0	0	0	0	0	0	0	0	0	0.838	0	0	0	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	-0.09	0	0	0	0	0	0.767	0
RAB40C	0.789	0.745	0.433	0.981	1.332	0.684	0.729	0.544	1.103	0.318	0.791	-0.22	1.188	0	0.609	1.125	0.775	1.044	0.657	0	0.63	0.481	0.262	0.76	0.82	0.877	1.136	0.601	1.183	0.765	0.46	-0.011	0.827	0.301	0.601	0.457	0.137	0.224
RAB43	0.974	0.6675	1.263	1.116	0.206	0	0	0.344	0.593	-0.022	0	-0.195	0.319	0	0.169	-0.545	0.81	0	0.312	0	0.565	0.401	0.157	0.135	0	0.512	-0.209	0.186	0.068	0.2475	0	-0.221	0.727	0.336	0	-0.093	0	-0.151
RAB4A	-0.671	0	-0.657	-0.619	-1.008	0	-1.011	0	0	-1.042	0	-0.56	0	-0.977	0	-0.745	0	0	0	0	-0.8	-1.029	0	0	0	0	0	-1.319	-0.677	0	0	-0.661	0	-0.799	-0.939	0	0	0
RAB4B	0.439	0.795	0.833	0.631	1.302	0	0.139	0.714	0	0	0.241	0	0	0.213	0.319	0.305	0.955	0	0	0	0.61	0.361	0	1.17	1.06	0.657	0	0.561	0.703	0.935	0.03	0	0.727	0	0	0	0	0
RAB5A	-0.081	0	-0.107	-0.289	-1.608	-1.776	-1.261	-1.406	-1.237	-0.822	-1.759	-0.19	-1.462	-1.987	-1.411	-0.985	-2.075	-1.746	-1.613	-1.977	-1.62	-1.729	-0.868	-1.81	0	-0.723	-0.784	-1.289	-1.407	-1.735	-1.03	-0.401	-1.933	-0.819	-1.259	-1.083	-0.743	-0.356
RAB5B	0.349	0.4	0.528	0.291	0.837	0.744	0.329	0.189	0.703	-0.062	0.231	-0.455	0.633	0.523	-0.116	0.1	0.305	0.379	0.227	0.3365	0.055	0.046	-0.128	-0.00999999999999998	0.215	0.107	0.286	-0.204	0.1465	0.29	0.315	-0.331	0.202	-0.084	0.251	-0.013	-0.003	-0.381
RAB5C	-0.211	-1.15	-0.287	-0.669	-0.398	-0.171	-0.761	-0.011	-0.027	-0.687	-0.624	-1	-0.047	-0.557	-0.366	-0.72	-0.615	-0.536	-0.193	-0.902	-0.87	-0.394	-0.403	-0.775	-1.18	-0.723	-0.649	-0.049	-0.387	-0.52	-0.65	-0.671	-0.678	-0.674	-0.644	-0.293	-1.123	-0.951
